,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
361,kununurra,45.0,AU,1583267677.0,88.0,-15.77,128.73,75.2,4.7
362,calama,0.0,CL,1583267945.0,18.0,-22.47,-68.93,80.6,31.09
363,malanville,50.0,BJ,1583267945.0,17.0,11.87,3.39,84.63,6.35
364,sakakah,0.0,SA,1583267945.0,28.0,29.97,40.21,59.0,6.93
365,sobolevo,99.0,RU,1583267945.0,90.0,54.43,31.9,39.29,4.72
367,makakilo city,1.0,US,1583267701.0,69.0,21.35,-158.09,78.8,8.05
368,rio gallegos,100.0,AR,1583267946.0,51.0,-51.62,-69.22,59.0,13.87
369,bridgton,1.0,US,1583267946.0,41.0,44.05,-70.71,59.0,4.7
370,falam,0.0,MM,1583267946.0,80.0,22.92,93.68,49.23,0.45
371,denizli,59.0,TR,1583267946.0,44.0,37.84,29.07,57.2,11.41
372,hope,90.0,US,1583267946.0,63.0,33.67,-93.59,64.99,4.7
373,kalamata,97.0,GR,1583267947.0,81.0,37.04,22.11,59.0,2.24
374,port hardy,90.0,CA,1583267947.0,81.0,50.7,-127.42,44.6,18.34
375,charters towers,96.0,AU,1583267947.0,89.0,-20.1,146.27,74.79,6.91
376,shimoda,96.0,JP,1583267947.0,84.0,34.67,138.95,46.0,7.05
377,mikumi,100.0,TZ,1583267947.0,95.0,-7.4,36.98,70.34,1.72
378,jijiga,27.0,ET,1583267947.0,50.0,9.35,42.8,63.3,7.49
379,luancheng,100.0,CN,1583267948.0,42.0,37.88,114.65,30.2,2.24
380,surt,21.0,LY,1583267948.0,58.0,31.21,16.59,58.66,18.39
381,muriti,20.0,TZ,1583267948.0,83.0,-1.98,32.92,73.4,2.24
382,maniitsoq,87.0,GL,1583267948.0,78.0,65.42,-52.9,3.65,2.51
383,iqaluit,90.0,CA,1583267948.0,84.0,63.75,-68.51,5.0,4.7
384,puerto rico,42.0,AR,1583267948.0,32.0,-26.8,-55.02,87.4,3.85
385,klaksvik,37.0,FO,1583267948.0,86.0,62.23,-6.59,37.4,8.05
386,port hawkesbury,90.0,CA,1583267949.0,87.0,45.62,-61.35,44.6,8.05
387,matagami,90.0,CA,1583267949.0,63.0,49.75,-77.63,30.2,8.05
388,penzance,90.0,GB,1583267820.0,75.0,50.12,-5.54,46.99,6.93
389,puerto leguizamo,100.0,CO,1583267949.0,87.0,-0.19,-74.78,82.22,2.89
390,pedernales,75.0,DO,1583267949.0,74.0,18.04,-71.74,82.4,11.41
391,daru,100.0,PG,1583267949.0,96.0,-9.08,143.21,76.28,2.46
392,escarcega,0.0,MX,1583267950.0,29.0,18.61,-90.75,100.06,6.44
393,zykovo,75.0,RU,1583267950.0,79.0,55.95,93.15,24.8,2.24
394,ulladulla,90.0,AU,1583267950.0,100.0,-35.35,150.47,63.0,8.05
395,arkadak,99.0,RU,1583267950.0,93.0,51.93,43.5,33.78,5.28
396,yuli,54.0,NG,1583267950.0,15.0,9.7,10.27,85.33,5.1
397,dukat,100.0,RU,1583267950.0,71.0,62.55,155.55,-5.39,6.62
398,jasper,1.0,US,1583267951.0,26.0,37.2,-94.35,64.0,3.36
399,yarensk,65.0,RU,1583267951.0,94.0,62.17,49.09,13.6,4.47
400,biltine,0.0,TD,1583267951.0,19.0,14.53,20.92,77.41,6.02
401,walvis bay,2.0,NA,1583267951.0,87.0,-22.96,14.51,69.01,1.99
403,portland,75.0,US,1583267880.0,58.0,45.52,-122.68,60.01,8.05
404,anzhero-sudzhensk,100.0,RU,1583267952.0,92.0,56.08,86.03,14.0,6.71
405,byron bay,100.0,AU,1583267703.0,78.0,-28.65,153.62,78.8,10.29
406,henties bay,35.0,NA,1583267952.0,87.0,-22.12,14.28,69.01,1.99
407,rabo de peixe,75.0,PT,1583267952.0,93.0,37.8,-25.58,64.4,12.75
408,mar del plata,0.0,AR,1583267931.0,78.0,-38.0,-57.56,87.01,13.87
409,bereda,90.0,ES,1583267952.0,87.0,43.27,-7.54,59.0,5.82
410,saint-georges,75.0,GD,1583267952.0,74.0,12.06,-61.75,80.6,6.93
411,sakaiminato,90.0,JP,1583267953.0,93.0,35.55,133.23,42.8,3.36
412,cuamba,41.0,MZ,1583267953.0,88.0,-14.8,36.54,68.49,9.53
413,huarmey,36.0,PE,1583267953.0,56.0,-10.07,-78.15,80.67,8.93
414,nhulunbuy,40.0,AU,1583267953.0,94.0,-12.23,136.77,77.0,12.5
415,verkhniye tatyshly,100.0,RU,1583267953.0,92.0,56.29,55.86,26.83,12.28
416,escanaba,90.0,US,1583267953.0,80.0,45.75,-87.06,39.99,13.87
417,leningradskiy,100.0,RU,1583267953.0,75.0,69.38,178.42,11.23,25.66
418,zhengjiatun,100.0,CN,1583267954.0,88.0,43.51,123.51,21.24,14.9
419,ust-kuyga,0.0,RU,1583267954.0,76.0,70.02,135.6,-8.66,8.21
420,liepaja,100.0,LV,1583267954.0,100.0,56.54,21.04,42.8,12.75
421,zharkent,0.0,KZ,1583267954.0,76.0,44.16,80.0,41.29,13.89
422,mantua,75.0,IT,1583267954.0,87.0,45.17,10.78,46.0,5.82
423,heze,0.0,CN,1583267944.0,35.0,35.24,115.44,36.3,5.97
424,ketchikan,90.0,US,1583267955.0,93.0,55.34,-131.65,37.4,17.22
425,oranjestad,20.0,AW,1583267906.0,66.0,12.52,-70.03,84.2,23.04
426,parauna,26.0,BR,1583267955.0,82.0,-16.95,-50.45,77.58,2.8
427,camacari,20.0,BR,1583267869.0,84.0,-12.7,-38.32,86.0,10.29
428,turayf,0.0,SA,1583267955.0,81.0,31.67,38.66,50.0,6.93
429,rio grande,20.0,BR,1583267867.0,58.0,-32.03,-52.1,82.4,20.8
430,ust-tsilma,93.0,RU,1583267956.0,90.0,65.44,52.15,19.31,10.42
431,karratha,4.0,AU,1583267698.0,76.0,-20.74,116.85,85.51,5.1
432,jinchang,0.0,CN,1583267956.0,31.0,38.5,102.17,27.1,1.48
433,birao,0.0,CF,1583267956.0,14.0,10.28,22.79,79.48,6.31
434,bud,75.0,US,1583267956.0,50.0,39.45,-86.18,57.99,19.46
435,salalah,20.0,OM,1583267711.0,69.0,17.02,54.09,77.0,3.36
436,taylor,75.0,US,1583267956.0,39.0,32.3,-99.83,68.0,8.48
437,oeiras do para,100.0,BR,1583267957.0,97.0,-2.0,-49.85,75.0,2.06
439,freeport,75.0,US,1583267806.0,71.0,40.66,-73.58,54.0,12.75
440,talara,0.0,PE,1583267957.0,100.0,-4.58,-81.27,62.6,18.34
441,ostrovnoy,100.0,RU,1583267957.0,94.0,68.05,39.51,20.34,18.23
442,samarai,100.0,PG,1583267957.0,85.0,-10.62,150.67,78.76,2.39
443,ayorou,0.0,NE,1583267958.0,11.0,14.73,0.92,78.48,4.88
444,akropong,100.0,GH,1583267958.0,88.0,5.97,-0.09,78.8,9.17
445,ugoofaaru,0.0,MV,1583267958.0,73.0,5.67,73.0,82.04,7.02
446,hundested,100.0,DK,1583267745.0,93.0,55.97,11.87,41.0,1.12
447,harper,100.0,LR,1583267958.0,86.0,4.38,-7.72,79.97,3.58
448,plettenberg bay,0.0,ZA,1583267958.0,81.0,-34.05,23.37,70.03,1.92
449,bambanglipuro,37.0,ID,1583267958.0,88.0,-7.95,110.28,75.78,2.06
450,dunedin,0.0,NZ,1583267959.0,53.0,-45.87,170.5,53.01,17.0
451,rafraf,75.0,TN,1583267959.0,81.0,37.19,10.18,59.0,9.31
452,nabire,100.0,ID,1583267959.0,98.0,-3.37,135.48,73.02,0.92
453,nossa senhora da gloria,40.0,BR,1583267959.0,62.0,-10.22,-37.42,83.82,14.2
454,norman wells,75.0,CA,1583267959.0,62.0,65.28,-126.83,-14.8,8.05
455,karachi,20.0,PK,1583267702.0,68.0,24.91,67.08,71.6,8.05
456,tucurui,89.0,BR,1583267960.0,90.0,-3.77,-49.67,77.14,2.57
457,arman,100.0,RU,1583267960.0,95.0,59.7,150.17,10.72,7.43
459,aswan,0.0,EG,1583267960.0,9.0,24.09,32.91,75.2,8.05
460,ewa beach,20.0,US,1583267960.0,61.0,21.32,-158.01,78.8,5.82
461,omsukchan,100.0,RU,1583267960.0,80.0,62.53,155.8,-6.41,10.13
462,khandyga,96.0,RU,1583267961.0,99.0,62.67,135.6,-13.68,2.17
463,olafsvik,100.0,IS,1583267961.0,66.0,64.89,-23.71,31.24,9.84
464,pelym,100.0,RU,1583267961.0,87.0,61.01,62.0,29.5,6.8
465,saint george,1.0,US,1583267760.0,26.0,37.1,-113.58,66.0,5.82
466,xichang,100.0,CN,1583267961.0,93.0,27.9,102.26,30.2,5.84
467,ampanihy,97.0,MG,1583267961.0,80.0,-24.7,44.75,71.92,13.69
468,chikitigarh,3.0,IN,1583267962.0,64.0,19.2,84.62,70.68,5.75
469,hambantota,96.0,LK,1583267962.0,74.0,6.12,81.12,78.89,6.89
470,arrifes,75.0,PT,1583267962.0,93.0,37.77,-25.7,64.4,12.75
471,atar,0.0,MR,1583267962.0,6.0,20.52,-13.05,76.44,7.45
472,solnechnyy,67.0,RU,1583267962.0,92.0,50.72,136.63,7.92,1.99
473,port blair,32.0,IN,1583267962.0,72.0,11.67,92.75,79.74,7.7
474,mackenzie,90.0,CA,1583267962.0,96.0,55.3,-123.17,32.0,9.17
475,brae,18.0,GB,1583267963.0,86.0,60.4,-1.35,41.0,11.41
476,road town,20.0,VG,1583267963.0,65.0,18.42,-64.62,82.4,9.17
477,russkiy aktash,100.0,RU,1583267963.0,74.0,55.04,52.12,30.2,15.66
478,am timan,0.0,TD,1583267963.0,14.0,11.03,20.28,80.31,2.1
479,popondetta,57.0,PG,1583267963.0,87.0,-8.75,148.25,75.25,2.95
480,paamiut,0.0,GL,1583267963.0,59.0,61.99,-49.67,0.18,7.05
481,port lincoln,84.0,AU,1583267964.0,76.0,-34.73,135.87,61.54,10.31
482,kangaatsiaq,0.0,GL,1583267964.0,85.0,68.31,-53.46,-14.76,9.78
483,oranjemund,0.0,NA,1583267964.0,66.0,-28.55,16.43,70.52,3.74
484,chateaudun,1.0,FR,1583267964.0,91.0,48.08,1.33,39.99,5.82
485,flin flon,90.0,CA,1583267964.0,62.0,54.77,-101.86,23.0,3.36
486,ales,67.0,FR,1583267964.0,81.0,44.13,4.08,46.4,9.17
487,jumla,55.0,NP,1583267964.0,77.0,29.27,82.18,30.99,3.67
488,kilindoni,100.0,TZ,1583267965.0,84.0,-7.91,39.67,80.55,15.75
489,severo-kurilsk,100.0,RU,1583267965.0,89.0,50.68,156.12,24.31,11.16
490,izumo,90.0,JP,1583267965.0,93.0,35.37,132.77,42.8,3.36
491,tura,55.0,IN,1583267965.0,49.0,25.52,90.22,68.95,3.15
492,vestmannaeyjar,85.0,IS,1583267965.0,53.0,63.44,-20.27,36.66,16.24
493,okhotsk,96.0,RU,1583267966.0,94.0,59.38,143.3,5.05,3.49
494,mayo,90.0,US,1583267966.0,87.0,38.89,-76.51,66.0,8.05
495,kiruna,0.0,SE,1583267966.0,84.0,67.86,20.23,-2.2,3.36
496,ardakan,75.0,IR,1583267966.0,42.0,32.31,54.02,48.2,11.41
497,mrkonjic grad,64.0,BA,1583267966.0,70.0,44.42,17.09,46.4,1.12
498,santa cruz,20.0,BO,1583267966.0,38.0,-17.8,-63.17,93.2,3.36
499,labuhan,100.0,ID,1583267967.0,93.0,-6.88,112.21,76.42,2.8
500,visnes,75.0,NO,1583267967.0,86.0,59.36,5.22,41.0,6.93
501,palembang,90.0,ID,1583267952.0,97.0,-2.92,104.75,74.43,1.95
502,te anau,12.0,NZ,1583267967.0,56.0,-45.42,167.72,43.7,2.06
503,komsomolskiy,100.0,UZ,1583267967.0,87.0,40.43,71.72,50.0,4.94
504,faya,4.0,SA,1583267967.0,67.0,18.39,42.45,62.6,2.77
507,bermeo,75.0,ES,1583267968.0,87.0,43.42,-2.72,53.01,6.93
508,hattem,75.0,NL,1583267968.0,93.0,52.48,6.06,41.0,5.82
509,axim,100.0,GH,1583267968.0,88.0,4.87,-2.24,80.53,3.22
510,hobyo,70.0,SO,1583267968.0,72.0,5.35,48.53,76.41,11.1
511,agadir,0.0,MA,1583267707.0,63.0,30.42,-9.6,66.2,4.7
513,whyalla,90.0,AU,1583267969.0,63.0,-33.03,137.58,66.2,9.17
514,muyezerskiy,100.0,RU,1583267969.0,95.0,63.93,31.65,14.23,7.65
515,puri,40.0,IN,1583267969.0,100.0,19.8,85.85,73.4,6.62
517,boende,88.0,CD,1583267969.0,68.0,-0.22,20.87,77.86,2.01
518,salaga,95.0,GH,1583267970.0,55.0,8.55,-0.52,84.83,5.64
519,soe,20.0,ID,1583267970.0,82.0,-9.86,124.28,75.2,4.5
520,nouadhibou,0.0,MR,1583267970.0,77.0,20.93,-17.03,68.0,16.11
521,panaba,0.0,MX,1583267970.0,39.0,21.28,-88.27,93.83,12.1
522,bilibino,0.0,RU,1583267970.0,75.0,68.05,166.44,-10.52,2.21
523,chipinge,87.0,ZW,1583267970.0,93.0,-20.19,32.62,59.54,2.42
524,kushima,99.0,JP,1583267946.0,92.0,31.46,131.23,53.65,2.73
525,devils lake,90.0,US,1583267971.0,79.0,48.11,-98.87,32.0,10.29
526,kaeo,0.0,NZ,1583267971.0,100.0,-35.1,173.78,73.99,4.12
527,greenville,75.0,US,1583267971.0,77.0,35.61,-77.37,72.0,18.34
528,seguela,82.0,CI,1583267971.0,46.0,7.96,-6.67,85.6,6.64
529,vierzon,0.0,FR,1583267971.0,100.0,47.21,2.06,39.99,1.12
530,onega,2.0,RU,1583267972.0,89.0,63.91,38.14,18.95,6.04
531,mogadishu,43.0,SO,1583267940.0,82.0,2.04,45.34,80.44,17.65
532,celestun,0.0,MX,1583267972.0,74.0,20.87,-90.4,80.98,7.61
533,vestmanna,17.0,FO,1583267972.0,86.0,62.16,-7.17,37.4,8.05
534,pando,40.0,UY,1583267972.0,57.0,-34.72,-55.95,82.4,13.87
535,cambridge,90.0,CA,1583267774.0,100.0,43.36,-80.31,39.99,2.24
536,covasna,72.0,RO,1583267972.0,90.0,45.85,26.18,53.01,17.0
537,candido mendes,100.0,BR,1583267973.0,95.0,-1.45,-45.72,76.42,4.88
538,neckarsulm,100.0,DE,1583267973.0,80.0,49.19,9.23,39.99,5.82
540,nata,40.0,PA,1583267973.0,66.0,8.33,-80.52,86.0,10.29
542,veraval,0.0,IN,1583267973.0,90.0,20.9,70.37,65.61,8.41
544,kiunga,100.0,PG,1583267974.0,99.0,-6.12,141.29,74.55,2.19
545,trat,100.0,TH,1583267974.0,63.0,12.5,102.5,84.0,2.21
546,bondo,66.0,CD,1583267974.0,42.0,3.81,23.69,81.36,2.19
547,jizan,0.0,SA,1583267974.0,74.0,17.33,42.67,80.6,3.36
548,bacungan,17.0,PH,1583267974.0,74.0,9.91,118.7,79.0,8.01
549,bam,0.0,IR,1583267974.0,23.0,29.11,58.36,58.78,11.43
550,kondapalle,0.0,IN,1583267975.0,74.0,16.62,80.53,72.18,3.62
551,iskateley,0.0,RU,1583267975.0,82.0,67.68,53.15,11.82,16.53
552,huntsville,20.0,US,1583267928.0,60.0,34.73,-86.59,71.01,17.22
553,sicuani,75.0,PE,1583267975.0,50.0,-14.27,-71.23,51.6,6.11
554,sibolga,82.0,ID,1583267975.0,95.0,1.74,98.78,71.64,3.02
555,lang suan,100.0,TH,1583267976.0,92.0,9.95,99.08,73.38,1.81
556,wajir,94.0,KE,1583267976.0,62.0,1.75,40.06,84.31,20.42
557,petropavlovsk-kamchatskiy,15.0,RU,1583267976.0,77.0,53.05,158.65,6.8,8.95
559,aasiaat,0.0,GL,1583267976.0,77.0,68.71,-52.87,-19.82,5.7
560,opuwo,0.0,NA,1583267976.0,44.0,-18.06,13.84,68.38,5.17
561,allanridge,0.0,ZA,1583267976.0,89.0,-27.75,26.64,62.01,2.01
562,roma,90.0,US,1583267959.0,81.0,43.21,-75.46,51.01,6.93
563,gisborne,100.0,NZ,1583267911.0,87.0,-38.65,178.0,72.0,1.99
564,sabha,84.0,LY,1583267977.0,26.0,27.04,14.43,70.14,11.07
565,havoysund,90.0,NO,1583267977.0,92.0,71.0,24.66,30.2,8.05
566,ahuimanu,90.0,US,1583267977.0,78.0,21.44,-157.84,78.8,4.7
568,thabazimbi,3.0,ZA,1583267978.0,93.0,-24.59,27.41,61.0,4.41
569,bouar,100.0,CF,1583267978.0,44.0,5.93,15.6,77.81,1.86
570,fare,100.0,PF,1583267978.0,77.0,-16.7,-151.02,82.27,11.3
572,nador,100.0,MA,1583267699.0,63.0,35.17,-2.93,62.6,21.92
573,carutapera,100.0,BR,1583267978.0,86.0,-1.2,-46.02,79.81,18.34
574,nago,75.0,JP,1583267978.0,82.0,26.59,127.98,66.2,4.7
575,verkhnevilyuysk,81.0,RU,1583267979.0,94.0,63.45,120.32,-2.15,6.33
576,ancud,44.0,CL,1583267979.0,56.0,-41.87,-73.82,69.8,8.05
577,beyneu,97.0,KZ,1583267979.0,68.0,45.32,55.2,35.38,9.04
578,iguape,86.0,BR,1583267979.0,97.0,-24.71,-47.56,66.65,4.81
579,qaqortoq,5.0,GL,1583267979.0,42.0,60.72,-46.03,8.6,5.82
580,hualmay,27.0,PE,1583267979.0,60.0,-11.1,-77.61,79.7,11.05
581,progreso,5.0,MX,1583267980.0,33.0,21.28,-89.67,100.99,18.34
582,mtimbira,100.0,TZ,1583267980.0,95.0,-8.78,36.35,68.86,1.32
583,navrongo,30.0,GH,1583267980.0,12.0,10.9,-1.09,86.31,6.71
584,tilichiki,9.0,RU,1583267980.0,75.0,60.47,166.1,-7.33,5.79
585,kitimat,90.0,CA,1583267980.0,98.0,54.05,-128.65,33.8,5.82
586,eureka,1.0,US,1583267781.0,76.0,40.8,-124.16,62.01,6.93
587,mitu,36.0,CO,1583267894.0,88.0,1.2,-70.17,81.61,3.89
588,urambo,100.0,TZ,1583267981.0,91.0,-5.07,32.05,67.37,2.98
589,wahpeton,100.0,US,1583267981.0,74.0,46.27,-96.61,37.0,12.75
590,miraflores,5.0,MX,1583267981.0,16.0,19.22,-98.81,89.6,13.87
591,ahipara,33.0,NZ,1583267704.0,100.0,-35.17,173.17,73.0,5.91
592,alice springs,75.0,AU,1583267981.0,100.0,-23.7,133.88,64.4,6.93
593,afyonkarahisar,100.0,TR,1583267982.0,70.0,38.75,30.67,45.1,5.44
594,beloha,97.0,MG,1583267982.0,86.0,-25.17,45.05,70.75,12.06
595,thessalon,90.0,CA,1583267982.0,74.0,46.25,-83.57,37.4,5.82
596,half moon bay,1.0,US,1583267982.0,28.0,37.46,-122.43,77.0,11.41
597,muros,90.0,ES,1583267982.0,93.0,42.78,-9.06,59.0,9.17
